word, answers over 6, word value(idk), percent, avarage guesses
cumin,352,54.52873682975769,0.9388570435990967,4.534653465346534
epact,352,82.41659998893738,0.9388570435990967,4.487059232239013
whipt,352,54.88027739524841,0.9388570435990967,4.562272016675352
burps,352,40.21651339530945,0.9388570435990967,4.5521973249956575
pouch,353,48.481783628463745,0.9386833420184124,4.583463609518847
plain,353,49.25907564163208,0.9386833420184124,4.464304325169359
wiped,353,45.403852462768555,0.9386833420184124,4.5459440680910195
armed,353,47.523834466934204,0.9386833420184124,4.504081987146083
mined,353,43.48698425292969,0.9386833420184124,4.443112732325864
filmy,353,51.39761018753052,0.9386833420184124,4.555150251867292
lynch,353,56.83815884590149,0.9386833420184124,4.582595101615425
cheep,353,54.58006429672241,0.9386833420184124,4.639916623241271
tilde,353,45.88964056968689,0.9386833420184124,4.425221469515373
butch,353,55.47059154510498,0.9386833420184124,4.5890220601007465
balms,353,40.26211428642273,0.9386833420184124,4.500781657113079
unmap,353,70.65661144256592,0.9386833420184124,4.615077297203404
pends,353,39.376455545425415,0.9386833420184124,4.467257252040993
smile,354,61.43654012680054,0.938509640437728,4.496091714434601
panel,354,44.73592686653137,0.938509640437728,4.442765329164495
among,354,63.641475677490234,0.938509640437728,4.552892131318395
merit,354,55.80846047401428,0.938509640437728,4.431995831162063
plots,354,36.506452322006226,0.938509640437728,4.422789647385791
snipe,354,60.781869411468506,0.938509640437728,4.434427653291645
amber,354,58.08858847618103,0.938509640437728,4.591627583811013
timed,354,42.34108352661133,0.938509640437728,4.465172833072781
robed,354,43.781418800354004,0.938509640437728,4.529095014764635
prods,354,41.307945251464844,0.938509640437728,4.479416362688901
crypt,354,56.54813861846924,0.938509640437728,4.54003821434775
nodal,354,61.2231547832489,0.938509640437728,4.459266979329512
baler,354,47.095618724823,0.938509640437728,4.497133923918708
prams,354,38.30321216583252,0.938509640437728,4.466388744137571
lobed,354,46.05466985702515,0.938509640437728,4.51624109779399
natch,354,50.95181727409363,0.938509640437728,4.497655028660761
sprog,354,64.5124716758728,0.938509640437728,4.565051241966302
strop,354,63.0814323425293,0.938509640437728,4.473857912107
loper,354,43.6153724193573,0.938509640437728,4.461698801459093
brack,354,55.557613134384155,0.938509640437728,4.5641827340628796
power,355,46.29781794548035,0.9383359388570436,4.535348271669272
ranch,355,53.18609118461609,0.9383359388570436,4.4896647559492795
drain,355,52.006436824798584,0.9383359388570436,4.408546117769672
piths,355,38.206578969955444,0.9383359388570436,4.502692374500608
miler,355,47.64343500137329,0.9383359388570436,4.474900121591107
paned,355,41.25275111198425,0.9383359388570436,4.46117769671704
wombs,355,41.557886600494385,0.9383359388570436,4.609518846621504
adlib,355,64.37576293945312,0.9383359388570436,4.575125933645996
blued,355,45.43952178955078,0.9383359388570436,4.5534132360604485
